Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1500
05e7996a-73bc-42f4-8930-36eea91d8743,,,Interpretation,Interpretation,Interpretation,Interpretation,Interpretation,Interpretation,Misc,Coded,,Normal;Abnormal,,,,,,,,,
